"iter","loglik","score_max_abs","finite_score","bt","eta_used","ls_ok","seed","n","k","family","method","eta0","eta_mult","eta_label","eta_init","eta_times_n","case"
51,-462551.302423644,0.145295390031338,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
52,-462551.302163971,0.129183623857042,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
53,-462551.30195727,0.114892069490001,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
54,-462551.301792583,0.10221077651163,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
55,-462551.301661277,0.0909545709286263,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
56,-462551.301556522,0.0809600577546526,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
57,-462551.301472874,0.0720829960079356,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
58,-462551.30140605,0.0641959985276399,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
59,-462551.301352612,0.057344075994468,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
60,-462551.301309894,0.0512923883723844,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
61,-462551.3012757,0.0458865257764647,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
62,-462551.301248305,0.0410566959121642,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
63,-462551.301226352,0.036740756330625,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
64,-462551.301208744,0.0328833623583522,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
65,-462551.301194628,0.0294352116930911,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
